# restwave bluenorm blueerr rednorm rederr
1168.994 0.796 0.039 0.843 0.035
1169.125 0.850 0.040 0.792 0.035
1169.257 0.833 0.040 0.803 0.035
1169.389 0.804 0.040 0.848 0.035
1169.521 0.903 0.041 0.886 0.036
1169.652 0.924 0.041 0.882 0.036
1169.784 0.873 0.040 0.867 0.036
1169.916 0.839 0.040 0.823 0.035
1170.047 0.719 0.039 0.777 0.035
1170.179 0.558 0.038 0.649 0.034
1170.311 0.427 0.037 0.464 0.033
1170.443 0.264 0.036 0.279 0.032
1170.574 0.204 0.035 0.238 0.032
1170.706 0.280 0.036 0.317 0.032
1170.838 0.457 0.037 0.449 0.032
1170.969 0.573 0.037 0.668 0.033
1171.101 0.620 0.038 0.738 0.034
1171.233 0.682 0.038 0.703 0.034
1171.365 0.675 0.039 0.739 0.035
1171.496 0.722 0.039 0.754 0.035
1171.628 0.647 0.039 0.663 0.035
1171.760 0.452 0.038 0.539 0.034
1171.891 0.445 0.037 0.488 0.033
1172.023 0.403 0.036 0.427 0.032
1172.155 0.253 0.035 0.319 0.032
1172.287 0.295 0.035 0.331 0.032
1172.418 0.442 0.036 0.441 0.033
1172.550 0.535 0.037 0.570 0.033
1172.682 0.678 0.038 0.698 0.034
1172.813 0.784 0.039 0.776 0.035
1172.945 0.746 0.039 0.784 0.035
1173.077 0.750 0.039 0.781 0.034
1173.209 0.761 0.038 0.792 0.034
1173.340 0.776 0.038 0.823 0.034
1173.472 0.818 0.038 0.766 0.034
1173.604 0.748 0.038 0.732 0.033
1173.736 0.662 0.037 0.787 0.033
1173.867 0.691 0.038 0.742 0.033
1173.999 0.675 0.038 0.674 0.033
1174.131 0.566 0.038 0.683 0.033
1174.262 0.475 0.038 0.655 0.033
1174.394 0.431 0.038 0.521 0.032
1174.526 0.337 0.037 0.438 0.032
1174.658 0.364 0.035 0.397 0.032
1174.789 0.376 0.035 0.359 0.031
1174.921 0.272 0.035 0.376 0.031
1175.053 0.285 0.035 0.352 0.031
1175.184 0.275 0.034 0.262 0.031
1175.316 0.231 0.034 0.232 0.031
1175.448 0.228 0.035 0.262 0.031
1175.580 0.242 0.035 0.241 0.031
1175.711 0.231 0.034 0.219 0.030
1175.843 0.176 0.034 0.273 0.031
1175.975 0.214 0.034 0.300 0.031
1176.106 0.291 0.035 0.263 0.031
1176.238 0.326 0.035 0.304 0.031
1176.370 0.401 0.036 0.402 0.032
1176.502 0.455 0.036 0.489 0.032
1176.633 0.435 0.036 0.494 0.032
1176.765 0.502 0.037 0.535 0.033
1176.897 0.640 0.037 0.599 0.033
1177.028 0.617 0.037 0.613 0.033
1177.160 0.608 0.037 0.708 0.033
1177.292 0.641 0.037 0.765 0.034
1177.424 0.699 0.037 0.742 0.033
1177.555 0.817 0.038 0.766 0.034
1177.687 0.789 0.037 0.857 0.034
1177.819 0.770 0.037 0.845 0.033
1177.950 0.798 0.037 0.787 0.033
1178.082 0.881 0.038 0.844 0.033
1178.214 0.937 0.038 0.883 0.034
1178.346 0.858 0.038 0.920 0.034
1178.477 0.882 0.038 0.919 0.034
1178.609 0.907 0.039 0.903 0.034
1178.741 0.804 0.038 0.929 0.034
1178.872 0.683 0.038 0.830 0.034
1179.004 0.667 0.038 0.744 0.034
1179.136 0.750 0.038 0.784 0.034
1179.268 0.824 0.039 0.906 0.034
1179.399 0.816 0.038 0.969 0.035
1179.531 0.767 0.038 0.878 0.034
1179.663 0.686 0.037 0.745 0.033
1179.795 0.577 0.037 0.699 0.033
1179.926 0.591 0.037 0.679 0.033
1180.058 0.694 0.037 0.669 0.033
1180.190 0.657 0.037 0.641 0.033
1180.321 0.457 0.036 0.492 0.032
1180.453 0.327 0.035 0.333 0.031
1180.585 0.403 0.035 0.379 0.031
1180.717 0.539 0.036 0.608 0.032
1180.848 0.646 0.036 0.717 0.032
1180.980 0.799 0.037 0.798 0.032
1181.112 0.849 0.037 0.861 0.033
1181.243 0.818 0.037 0.866 0.033
1181.375 0.851 0.038 0.929 0.034
1181.507 0.915 0.039 0.920 0.034
1181.639 0.878 0.039 0.942 0.035
1181.770 0.856 0.039 0.964 0.035
1181.902 0.831 0.039 0.962 0.035
1182.034 0.836 0.039 0.914 0.034
1182.165 0.872 0.039 0.867 0.034
1182.297 0.792 0.039 0.895 0.034
1182.429 0.704 0.038 0.850 0.034
1182.561 0.600 0.037 0.710 0.033
1182.692 0.575 0.036 0.627 0.033
1182.824 0.641 0.037 0.659 0.033
1182.956 0.688 0.037 0.732 0.033
1183.087 0.711 0.037 0.754 0.033
1183.219 0.550 0.036 0.677 0.033
1183.351 0.353 0.035 0.521 0.032
1183.483 0.408 0.035 0.479 0.032
1183.614 0.548 0.036 0.616 0.033
1183.746 0.701 0.037 0.689 0.033
1183.878 0.760 0.037 0.728 0.033
1184.009 0.707 0.037 0.738 0.033
1184.141 0.698 0.037 0.771 0.033
1184.273 0.746 0.037 0.788 0.033
1184.405 0.765 0.037 0.858 0.033
1184.536 0.766 0.038 0.904 0.034
1184.668 0.700 0.037 0.700 0.033
1184.800 0.566 0.037 0.578 0.033
1184.932 0.415 0.036 0.422 0.032
1185.063 0.368 0.035 0.377 0.031
1185.195 0.523 0.036 0.540 0.032
1185.327 0.648 0.037 0.716 0.033
1185.458 0.760 0.037 0.878 0.034
1185.590 0.855 0.038 0.885 0.034
1185.722 0.902 0.038 0.976 0.034
1185.854 0.911 0.038 1.000 0.034
1185.985 0.816 0.038 0.887 0.034
1186.117 0.651 0.037 0.757 0.033
1186.249 0.485 0.036 0.499 0.032
1186.380 0.266 0.034 0.283 0.031
1186.512 0.235 0.034 0.251 0.031
1186.644 0.444 0.036 0.404 0.032
1186.776 0.570 0.037 0.615 0.033
1186.907 0.624 0.037 0.680 0.033
1187.039 0.674 0.037 0.720 0.033
1187.171 0.741 0.037 0.792 0.033
1187.302 0.785 0.038 0.719 0.033
1187.434 0.734 0.037 0.661 0.033
1187.566 0.620 0.037 0.605 0.033
1187.698 0.557 0.037 0.541 0.033
1187.829 0.576 0.037 0.583 0.033
1187.961 0.610 0.037 0.598 0.032
1188.093 0.594 0.036 0.547 0.032
1188.224 0.575 0.036 0.578 0.032
1188.356 0.551 0.036 0.569 0.033
1188.488 0.469 0.036 0.509 0.033
1188.620 0.433 0.036 0.487 0.033
1188.751 0.421 0.035 0.493 0.032
1188.883 0.343 0.035 0.406 0.032
1189.015 0.229 0.034 0.327 0.031
1189.146 0.212 0.034 0.280 0.031
1189.278 0.198 0.034 0.226 0.031
1189.410 0.193 0.034 0.234 0.031
1189.542 0.279 0.034 0.216 0.031
1189.673 0.312 0.034 0.233 0.030
1189.805 0.318 0.034 0.264 0.031
1189.937 0.324 0.034 0.285 0.031
1190.068 0.238 0.034 0.298 0.031
1190.200 0.138 0.034 0.198 0.030
1190.332 0.146 0.034 0.138 0.030
1190.464 0.111 0.033 0.174 0.030
1190.595 0.020 0.033 0.257 0.030
1190.727 0.064 0.033 0.315 0.031
1190.859 0.140 0.034 0.333 0.031
1190.991 0.212 0.034 0.383 0.031
1191.122 0.305 0.035 0.447 0.032
1191.254 0.329 0.035 0.541 0.032
1191.386 0.372 0.035 0.559 0.033
1191.517 0.422 0.036 0.475 0.032
1191.649 0.321 0.035 0.436 0.032
1191.781 0.283 0.035 0.412 0.032
1191.913 0.279 0.035 0.391 0.032
1192.044 0.255 0.035 0.368 0.031
1192.176 0.258 0.034 0.302 0.032
1192.308 0.275 0.034 0.326 0.032
1192.439 0.345 0.035 0.303 0.031
1192.571 0.275 0.034 0.208 0.030
1192.703 0.176 0.034 0.172 0.030
1192.835 0.129 0.034 0.144 0.030
1192.966 0.095 0.033 0.125 0.030
1193.098 0.077 0.033 0.122 0.030
1193.230 0.064 0.033 0.064 0.030
1193.361 0.065 0.033 0.106 0.030
1193.493 0.038 0.033 0.172 0.030
1193.625 0.079 0.033 0.176 0.030
1193.757 0.183 0.034 0.323 0.031
1193.888 0.225 0.034 0.458 0.032
1194.020 0.310 0.035 0.555 0.032
1194.152 0.393 0.036 0.762 0.033
1194.283 0.488 0.036 0.945 0.034
1194.415 0.601 0.037 0.966 0.034
1194.547 0.631 0.037 0.940 0.034
1194.679 0.714 0.037 1.026 0.034
1194.810 0.756 0.037 1.015 0.034
1194.942 0.680 0.036 0.817 0.033
1195.074 0.538 0.036 0.591 0.032
1195.205 0.372 0.035 0.414 0.031
1195.337 0.264 0.035 0.329 0.031
1195.469 0.357 0.035 0.438 0.032
1195.601 0.554 0.036 0.645 0.033
1195.732 0.695 0.037 0.816 0.034
1195.864 0.701 0.037 0.845 0.034
1195.996 0.604 0.037 0.770 0.034
1196.128 0.517 0.036 0.636 0.033
1196.259 0.472 0.036 0.524 0.032
1196.391 0.497 0.036 0.572 0.032
1196.523 0.610 0.036 0.653 0.032
1196.654 0.664 0.036 0.765 0.033
1196.786 0.631 0.036 0.795 0.033
1196.918 0.530 0.036 0.689 0.033
1197.050 0.511 0.036 0.610 0.033
1197.181 0.566 0.037 0.563 0.033
1197.313 0.600 0.036 0.641 0.033
1197.445 0.597 0.036 0.685 0.032
1197.576 0.603 0.035 0.686 0.032
1197.708 0.595 0.035 0.752 0.032
1197.840 0.607 0.035 0.809 0.033
1197.972 0.581 0.036 0.788 0.033
1198.103 0.532 0.036 0.708 0.033
1198.235 0.538 0.036 0.653 0.033
1198.367 0.515 0.036 0.628 0.033
1198.498 0.519 0.036 0.621 0.032
1198.630 0.545 0.035 0.586 0.032
1198.762 0.524 0.035 0.568 0.031
1198.894 0.454 0.035 0.585 0.031
1199.025 0.378 0.035 0.575 0.032
1199.157 0.335 0.035 0.540 0.032
1199.289 0.362 0.035 0.519 0.032
1199.420 0.393 0.035 0.487 0.032
1199.552 0.326 0.034 0.501 0.032
1199.684 0.286 0.034 0.523 0.032
1199.816 0.260 0.034 0.508 0.032
1199.947 0.255 0.034 0.562 0.032
1200.079 0.216 0.034 0.634 0.032
1200.211 0.159 0.033 0.566 0.032
1200.342 0.188 0.033 0.533 0.031
1200.474 0.236 0.033 0.567 0.031
1200.606 0.312 0.033 0.551 0.031
1200.738 0.271 0.033 0.528 0.031
1200.869 0.252 0.034 0.574 0.031
1201.001 0.311 0.035 0.591 0.032
1201.133 0.261 0.035 0.578 0.032
1201.264 0.321 0.035 0.613 0.032
1201.396 0.339 0.035 0.611 0.032
1201.528 0.309 0.035 0.595 0.032
1201.660 0.318 0.034 0.677 0.032
1201.791 0.345 0.034 0.682 0.032
1201.923 0.412 0.034 0.565 0.031
1202.055 0.487 0.036 0.588 0.032
1202.187 0.510 0.036 0.694 0.032
1202.318 0.483 0.035 0.650 0.032
1202.450 0.480 0.035 0.673 0.032
1202.582 0.435 0.034 0.727 0.032
1202.713 0.491 0.034 0.743 0.032
1202.845 0.499 0.034 0.680 0.031
1202.977 0.523 0.035 0.647 0.031
1203.109 0.519 0.034 0.666 0.031
1203.240 0.470 0.034 0.555 0.031
1203.372 0.398 0.034 0.415 0.030
1203.504 0.333 0.034 0.377 0.030
1203.635 0.360 0.034 0.407 0.031
1203.767 0.271 0.034 0.420 0.031
1203.899 0.306 0.034 0.426 0.031
1204.031 0.330 0.034 0.389 0.031
1204.162 0.252 0.033 0.341 0.030
1204.294 0.189 0.033 0.255 0.030
1204.426 0.195 0.033 0.233 0.030
1204.557 0.179 0.032 0.307 0.030
1204.689 0.136 0.032 0.253 0.029
1204.821 0.095 0.032 0.201 0.029
1204.953 0.072 0.032 0.203 0.029
1205.084 0.091 0.032 0.169 0.029
1205.216 0.101 0.032 0.118 0.029
1205.348 0.111 0.032 0.050 0.029
1205.479 0.084 0.032 0.113 0.030
1205.611 0.080 0.032 0.149 0.030
1205.743 0.038 0.032 0.108 0.030
1205.875 0.037 0.032 0.064 0.029
1206.006 0.058 0.032 0.094 0.029
1206.138 0.034 0.032 0.053 0.029
1206.270 0.059 0.032 0.014 0.029
1206.401 0.043 0.032 0.066 0.029
1206.533 -0.005 0.031 0.112 0.029
1206.665 -0.001 0.031 0.156 0.029
1206.797 0.095 0.032 0.158 0.029
1206.928 0.119 0.032 0.228 0.030
1207.060 0.125 0.033 0.264 0.030
1207.192 0.173 0.033 0.289 0.030
1207.323 0.205 0.033 0.321 0.030
1207.455 0.161 0.033 0.252 0.030
1207.587 0.089 0.033 0.160 0.030
1207.719 0.016 0.032 0.098 0.029
1207.850 0.005 0.032 0.059 0.029
1207.982 0.092 0.034 0.113 0.029
1208.114 0.173 0.035 0.238 0.030
1208.246 0.254 0.033 0.382 0.030
1208.377 0.299 0.034 0.461 0.031
1208.509 0.331 0.034 0.502 0.031
1208.641 0.260 0.033 0.496 0.031
1208.772 0.172 0.033 0.390 0.030
1208.904 0.160 0.032 0.244 0.030
1209.036 0.108 0.032 0.086 0.029
1209.168 0.101 0.032 0.010 0.029
1209.299 0.116 0.032 0.074 0.029
1209.431 0.109 0.032 0.145 0.029
1209.563 0.139 0.032 0.263 0.029
1209.694 0.174 0.032 0.343 0.030
1209.826 0.214 0.032 0.422 0.030
1209.958 0.244 0.032 0.433 0.030
1210.090 0.225 0.032 0.425 0.030
1210.221 0.184 0.032 0.455 0.031
1210.353 0.191 0.033 0.403 0.031
1210.485 0.212 0.033 0.414 0.031
1210.616 0.226 0.033 0.426 0.030
1210.748 0.130 0.032 0.276 0.029
1210.880 0.045 0.031 0.218 0.029
1211.012 0.030 0.031 0.196 0.029
1211.143 0.037 0.031 0.135 0.028
1211.275 0.039 0.031 0.092 0.028
1211.407 0.053 0.032 0.157 0.029
1211.538 0.110 0.032 0.228 0.030
1211.670 0.134 0.032 0.189 0.029
1211.802 0.138 0.032 0.227 0.030
1211.934 0.063 0.032 0.204 0.029
1212.065 0.057 0.032 0.160 0.029
1212.197 0.049 0.032 0.262 0.029
1212.329 -0.004 0.031 0.248 0.029
1212.460 0.001 0.031 0.139 0.029
1212.592 -0.004 0.031 0.103 0.029
1212.724 0.040 0.031 0.135 0.029
1212.856 0.097 0.032 0.159 0.029
1212.987 0.088 0.033 0.127 0.029
1213.119 0.100 0.033 0.071 0.029
1213.251 0.093 0.032 0.096 0.029
1213.383 0.108 0.032 0.117 0.029
1213.514 0.030 0.031 0.156 0.029
1213.646 0.032 0.031 0.161 0.029
1213.778 0.074 0.032 0.090 0.029
1213.909 0.045 0.032 0.087 0.029
1214.041 -0.001 0.031 0.023 0.028
1214.173 0.032 0.032 -0.029 0.028
1214.305 0.046 0.031 0.040 0.029
1214.436 -0.002 0.031 0.033 0.028
1214.568 0.013 0.030 -0.070 0.027
1214.700 0.042 0.031 -0.050 0.027
1214.831 -0.002 0.031 0.008 0.028
1214.963 0.020 0.031 -0.075 0.028
1215.095 0.026 0.031 -0.063 0.028
1215.227 0.012 0.031 -0.009 0.028
1215.358 0.019 0.031 -0.024 0.028
1215.490 0.028 0.031 -0.022 0.028
1215.622 0.011 0.031 -0.081 0.028
1215.753 0.030 0.031 -0.097 0.027
1215.885 0.007 0.031 -0.061 0.028
1216.017 0.000 0.031 -0.044 0.028
1216.149 0.030 0.031 0.050 0.028
1216.280 0.053 0.031 0.152 0.029
1216.412 0.144 0.032 0.348 0.030
1216.544 0.203 0.033 0.502 0.031
1216.675 0.203 0.034 0.631 0.031
1216.807 0.296 0.034 0.729 0.032
1216.939 0.332 0.034 0.769 0.032
1217.071 0.275 0.034 0.759 0.031
1217.202 0.303 0.033 0.703 0.031
1217.334 0.352 0.033 0.773 0.031
1217.466 0.320 0.033 0.734 0.031
1217.597 0.310 0.033 0.657 0.031
1217.729 0.309 0.033 0.732 0.032
1217.861 0.300 0.033 0.741 0.032
1217.993 0.255 0.033 0.685 0.031
1218.124 0.283 0.033 0.672 0.031
1218.256 0.287 0.033 0.640 0.031
1218.388 0.235 0.033 0.569 0.031
1218.519 0.224 0.032 0.557 0.031
1218.651 0.264 0.033 0.554 0.031
1218.783 0.325 0.033 0.547 0.030
1218.915 0.285 0.032 0.623 0.031
1219.046 0.285 0.033 0.639 0.031
1219.178 0.273 0.033 0.570 0.031
1219.310 0.310 0.033 0.555 0.031
1219.442 0.351 0.033 0.560 0.031
1219.573 0.332 0.033 0.535 0.031
1219.705 0.306 0.033 0.550 0.030
1219.837 0.277 0.032 0.554 0.031
1219.968 0.257 0.032 0.538 0.031
1220.100 0.296 0.032 0.522 0.030
1220.232 0.281 0.032 0.550 0.030
1220.364 0.280 0.032 0.609 0.031
1220.495 0.280 0.032 0.659 0.031
1220.627 0.305 0.033 0.617 0.031
1220.759 0.316 0.033 0.619 0.031
1220.890 0.304 0.032 0.613 0.031
1221.022 0.391 0.033 0.580 0.030
1221.154 0.419 0.033 0.626 0.031
1221.286 0.391 0.033 0.651 0.031
1221.417 0.335 0.033 0.684 0.031
1221.549 0.267 0.032 0.701 0.031
1221.681 0.251 0.032 0.688 0.031
1221.812 0.282 0.032 0.659 0.031
1221.944 0.360 0.032 0.663 0.030
1222.076 0.356 0.032 0.717 0.031
1222.208 0.291 0.032 0.720 0.031
1222.339 0.282 0.032 0.697 0.031
1222.471 0.392 0.033 0.748 0.031
1222.603 0.443 0.033 0.733 0.031
1222.734 0.387 0.033 0.717 0.031
1222.866 0.378 0.033 0.741 0.031
1222.998 0.416 0.033 0.754 0.031
1223.130 0.450 0.033 0.732 0.031
1223.261 0.408 0.033 0.781 0.031
1223.393 0.427 0.033 0.851 0.032
1223.525 0.439 0.033 0.819 0.031
1223.656 0.419 0.033 0.780 0.031
1223.788 0.446 0.033 0.788 0.031
1223.920 0.485 0.033 0.810 0.031
1224.052 0.445 0.033 0.826 0.031
1224.183 0.466 0.033 0.843 0.031
1224.315 0.503 0.033 0.872 0.031
1224.447 0.539 0.033 0.790 0.031
1224.579 0.510 0.033 0.763 0.030
1224.710 0.458 0.033 0.845 0.031
1224.842 0.514 0.033 0.857 0.031
1224.974 0.524 0.033 0.819 0.031
1225.105 0.539 0.033 0.849 0.031
1225.237 0.529 0.033 0.882 0.031
1225.369 0.472 0.033 0.810 0.031
1225.501 0.532 0.034 0.767 0.031
1225.632 0.561 0.034 0.799 0.031
1225.764 0.516 0.033 0.811 0.031
1225.896 0.533 0.033 0.806 0.031
1226.027 0.544 0.034 0.788 0.031
1226.159 0.555 0.034 0.801 0.034
1226.291 0.553 0.034 0.851 0.042
1226.423 0.539 0.034 0.803 0.041
1226.554 0.517 0.033 0.815 0.031
1226.686 0.519 0.033 0.840 0.031
1226.818 0.492 0.033 0.781 0.031
1226.949 0.517 0.033 0.809 0.031
1227.081 0.564 0.034 0.767 0.031
1227.213 0.522 0.033 0.700 0.030
1227.345 0.499 0.033 0.740 0.030
1227.476 0.512 0.033 0.729 0.031
1227.608 0.549 0.034 0.710 0.031
1227.740 0.567 0.035 0.695 0.031
1227.871 0.590 0.035 0.767 0.032
1228.003 0.583 0.035 0.863 0.032
1228.135 0.588 0.035 0.868 0.032
1228.267 0.557 0.035 0.832 0.032
1228.398 0.552 0.034 0.762 0.032
1228.530 0.556 0.034 0.753 0.032
1228.662 0.475 0.034 0.825 0.032
1228.793 0.525 0.034 0.768 0.031
1228.925 0.602 0.034 0.749 0.031
1229.057 0.570 0.034 0.786 0.031
1229.189 0.588 0.034 0.873 0.032
1229.320 0.618 0.034 0.789 0.031
1229.452 0.563 0.034 0.697 0.031
1229.584 0.527 0.033 0.745 0.031
1229.715 0.499 0.033 0.722 0.030
1229.847 0.539 0.033 0.681 0.030
1229.979 0.531 0.033 0.669 0.030
1230.111 0.574 0.033 0.681 0.030
1230.242 0.558 0.033 0.698 0.030
1230.374 0.526 0.033 0.744 0.031
1230.506 0.540 0.034 0.751 0.031
1230.638 0.568 0.034 0.808 0.031
1230.769 0.585 0.034 0.783 0.031
1230.901 0.597 0.034 0.792 0.031
1231.033 0.663 0.035 0.820 0.032
1231.164 0.632 0.035 0.806 0.032
1231.296 0.637 0.035 0.788 0.031
1231.428 0.665 0.035 0.851 0.031
1231.560 0.623 0.034 0.818 0.031
1231.691 0.626 0.034 0.852 0.031
1231.823 0.646 0.035 0.880 0.032
1231.955 0.650 0.035 0.848 0.032
1232.086 0.659 0.035 0.871 0.032
1232.218 0.648 0.034 0.902 0.032
1232.350 0.665 0.035 0.848 0.032
1232.482 0.687 0.035 0.803 0.031
1232.613 0.657 0.035 0.862 0.032
1232.745 0.678 0.035 0.842 0.031
1232.877 0.706 0.034 0.809 0.031
1233.008 0.646 0.034 0.819 0.031
1233.140 0.650 0.034 0.804 0.031
1233.272 0.705 0.034 0.823 0.031
1233.404 0.686 0.034 0.787 0.031
1233.535 0.638 0.034 0.770 0.031
1233.667 0.632 0.034 0.814 0.031
1233.799 0.647 0.034 0.782 0.031
1233.930 0.628 0.034 0.792 0.031
1234.062 0.635 0.035 0.785 0.031
1234.194 0.663 0.035 0.801 0.031
1234.326 0.650 0.034 0.865 0.031
1234.457 0.675 0.034 0.835 0.031
1234.589 0.687 0.035 0.799 0.031
1234.721 0.644 0.034 0.782 0.031
1234.852 0.736 0.035 0.744 0.031
1234.984 0.755 0.035 0.756 0.031
1235.116 0.601 0.034 0.814 0.031
1235.248 0.615 0.034 0.803 0.031
1235.379 0.631 0.034 0.754 0.031
1235.511 0.639 0.034 0.745 0.031
1235.643 0.647 0.034 0.820 0.031
1235.774 0.596 0.034 0.786 0.031
1235.906 0.597 0.034 0.766 0.031
1236.038 0.614 0.034 0.817 0.031
1236.170 0.659 0.034 0.830 0.031
1236.301 0.611 0.034 0.774 0.031
1236.433 0.597 0.034 0.767 0.031
1236.565 0.662 0.034 0.730 0.030
1236.697 0.679 0.034 0.705 0.030
1236.828 0.594 0.033 0.722 0.030
1236.960 0.533 0.033 0.650 0.030
1237.092 0.520 0.033 0.658 0.030
1237.223 0.543 0.033 0.659 0.030
1237.355 0.568 0.034 0.578 0.030
1237.487 0.587 0.034 0.636 0.030
1237.619 0.597 0.034 0.655 0.030
1237.750 0.573 0.034 0.623 0.030
1237.882 0.588 0.033 0.707 0.030
1238.014 0.613 0.033 0.748 0.030
1238.145 0.631 0.033 0.747 0.030
1238.277 0.682 0.034 0.766 0.030
1238.409 0.657 0.034 0.763 0.030
1238.541 0.606 0.033 0.774 0.030
1238.672 0.629 0.033 0.790 0.030
1238.804 0.730 0.034 0.811 0.031
1238.936 0.736 0.034 0.776 0.030
1239.067 0.701 0.034 0.857 0.031
1239.199 0.704 0.034 0.916 0.031
1239.331 0.767 0.034 0.926 0.030
1239.463 0.787 0.034 0.912 0.030
1239.594 0.757 0.034 0.919 0.030
1239.726 0.767 0.034 0.905 0.031
1239.858 0.786 0.034 0.869 0.031
1239.989 0.775 0.035 0.870 0.031
1240.121 0.833 0.035 0.880 0.031
1240.253 0.830 0.035 0.904 0.031
1240.385 0.816 0.034 0.901 0.031
1240.516 0.791 0.034 0.880 0.031
1240.648 0.735 0.034 0.904 0.031
1240.780 0.728 0.034 0.922 0.031
1240.911 0.749 0.034 0.883 0.031
1241.043 0.731 0.034 0.851 0.031
1241.175 0.739 0.034 0.926 0.031
1241.307 0.791 0.035 0.945 0.031
1241.438 0.806 0.035 0.903 0.031
1241.570 0.806 0.035 0.935 0.031
1241.702 0.782 0.034 0.931 0.031
1241.834 0.845 0.035 0.906 0.031
1241.965 0.858 0.035 0.985 0.031
1242.097 0.857 0.035 0.983 0.031
1242.229 0.846 0.035 0.991 0.031
1242.360 0.851 0.035 0.983 0.031
1242.492 0.835 0.035 1.014 0.031
1242.624 0.868 0.035 1.041 0.032
1242.756 0.909 0.035 1.077 0.032
1242.887 0.986 0.035 1.100 0.032
1243.019 0.994 0.036 1.072 0.032
1243.151 0.949 0.035 1.144 0.032
1243.282 0.885 0.035 1.068 0.032
1243.414 0.812 0.035 0.922 0.032
1243.546 0.812 0.035 0.983 0.032
1243.678 0.905 0.035 1.017 0.032
1243.809 0.999 0.036 1.053 0.032
1243.941 1.025 0.036 1.149 0.032
1244.073 1.053 0.036 1.110 0.032
1244.204 1.117 0.036 1.144 0.032
1244.336 1.076 0.036 1.183 0.032
1244.468 1.023 0.035 1.158 0.032
1244.600 1.008 0.035 1.125 0.031
1244.731 1.034 0.035 1.141 0.032
1244.863 1.012 0.036 1.099 0.032
1244.995 0.979 0.036 1.092 0.032
1245.126 0.972 0.036 1.088 0.032
1245.258 0.965 0.035 1.039 0.032
1245.390 0.974 0.034 1.021 0.031
1245.522 0.963 0.034 1.065 0.031
1245.653 0.949 0.034 1.056 0.031
1245.785 1.024 0.035 1.034 0.031
1245.917 1.026 0.036 1.032 0.031
1246.048 0.974 0.035 1.048 0.031
1246.180 0.948 0.035 1.108 0.031
1246.312 0.943 0.035 1.075 0.031
1246.444 0.874 0.035 0.992 0.031
1246.575 0.891 0.035 0.981 0.031
1246.707 0.926 0.035 0.956 0.031
1246.839 0.838 0.034 0.913 0.031
1246.970 0.768 0.034 0.924 0.031
1247.102 0.748 0.034 0.869 0.030
1247.234 0.692 0.033 0.751 0.030
1247.366 0.630 0.033 0.686 0.030
1247.497 0.613 0.033 0.741 0.030
1247.629 0.690 0.033 0.759 0.030
1247.761 0.737 0.033 0.759 0.030
1247.893 0.764 0.033 0.822 0.030
1248.024 0.830 0.033 0.840 0.030
1248.156 0.772 0.034 0.860 0.030
1248.288 0.748 0.034 0.888 0.030
1248.419 0.862 0.035 0.868 0.031
1248.551 0.834 0.035 0.942 0.031
1248.683 0.829 0.035 0.992 0.031
1248.815 0.863 0.035 0.988 0.031
1248.946 0.854 0.034 0.980 0.031
1249.078 0.862 0.034 0.969 0.031
1249.210 0.894 0.034 0.932 0.031
1249.341 0.850 0.034 0.911 0.031
1249.473 0.833 0.034 0.886 0.030
1249.605 0.823 0.034 0.848 0.030
1249.737 0.822 0.035 0.837 0.030
1249.868 0.818 0.035 0.871 0.031
1250.000 0.878 0.035 0.980 0.031
1250.132 0.873 0.034 0.950 0.031
1250.263 0.738 0.034 0.892 0.031
1250.395 0.775 0.034 0.907 0.031
1250.527 0.804 0.034 0.896 0.031
1250.659 0.768 0.034 0.872 0.031
1250.790 0.841 0.034 0.874 0.031
1250.922 0.815 0.034 0.869 0.031
1251.054 0.713 0.034 0.901 0.031
1251.185 0.749 0.034 0.953 0.031
1251.317 0.709 0.033 0.884 0.030
1251.449 0.660 0.033 0.784 0.030
1251.581 0.718 0.033 0.816 0.030
1251.712 0.792 0.034 0.864 0.030
1251.844 0.806 0.034 0.914 0.031
1251.976 0.862 0.034 0.953 0.031
1252.107 0.883 0.034 0.935 0.032
1252.239 0.893 0.034 0.922 0.031
1252.371 0.906 0.034 0.930 0.031
1252.503 0.910 0.034 0.826 0.030
1252.634 0.844 0.034 0.759 0.030
1252.766 0.755 0.034 0.775 0.030
1252.898 0.771 0.034 0.825 0.030
1253.030 0.846 0.034 0.892 0.030
1253.161 0.847 0.034 0.888 0.030
1253.293 0.845 0.034 0.885 0.030
1253.425 0.782 0.034 0.829 0.030
1253.556 0.796 0.034 0.864 0.030
1253.688 0.784 0.034 0.861 0.030
1253.820 0.775 0.034 0.827 0.030
1253.952 0.733 0.033 0.819 0.030
1254.083 0.696 0.033 0.854 0.030
1254.215 0.691 0.033 0.915 0.031
1254.347 0.672 0.033 0.896 0.031
1254.478 0.717 0.034 0.854 0.031
1254.610 0.714 0.033 0.905 0.031
1254.742 0.690 0.033 0.931 0.031
1254.874 0.741 0.033 0.988 0.031
1255.005 0.836 0.034 1.007 0.031
1255.137 0.933 0.034 0.969 0.031
1255.269 0.883 0.036 0.942 0.030
1255.400 0.874 0.035 0.939 0.029
1255.532 0.861 0.031 0.947 0.029
1255.664 0.868 0.032 0.939 0.029
1255.796 0.883 0.033 0.957 0.030
1255.927 0.900 0.034 0.941 0.030
1256.059 0.906 0.034 0.974 0.030
1256.191 0.930 0.034 0.987 0.031
1256.322 0.908 0.034 0.921 0.031
