# restwave bluenorm blueerr rednorm rederr
1431.639 0.936 0.033 0.912 0.031
1431.770 0.953 0.033 0.960 0.031
1431.902 0.950 0.033 0.934 0.031
1432.034 0.932 0.033 0.989 0.031
1432.165 0.987 0.033 0.969 0.031
1432.297 0.996 0.033 0.967 0.031
1432.429 1.005 0.033 0.974 0.031
1432.561 0.919 0.033 0.971 0.031
1432.692 1.043 0.034 1.038 0.032
1432.824 1.058 0.034 0.996 0.031
1432.956 0.963 0.033 1.031 0.031
1433.087 1.027 0.034 0.989 0.031
1433.219 0.969 0.033 1.005 0.031
1433.351 0.976 0.034 1.090 0.032
1433.483 1.040 0.034 0.983 0.031
1433.614 1.021 0.034 0.967 0.031
1433.746 1.026 0.034 0.993 0.032
1433.878 0.973 0.034 1.008 0.032
1434.009 0.947 0.033 0.954 0.032
1434.141 0.960 0.033 0.945 0.032
1434.273 0.944 0.033 1.021 0.032
1434.405 0.980 0.034 1.025 0.032
1434.536 0.969 0.034 0.933 0.031
1434.668 0.901 0.033 0.930 0.032
1434.800 0.978 0.034 0.984 0.032
1434.932 1.000 0.034 0.964 0.032
1435.063 0.988 0.034 0.989 0.031
1435.195 0.996 0.034 0.980 0.031
1435.327 0.971 0.034 0.915 0.031
1435.458 0.867 0.033 0.952 0.031
1435.590 0.946 0.033 0.952 0.031
1435.722 0.956 0.033 0.908 0.031
1435.854 1.000 0.033 0.955 0.031
1435.985 0.913 0.033 0.982 0.031
1436.117 0.967 0.033 0.953 0.031
1436.249 0.944 0.033 0.893 0.031
1436.380 0.992 0.034 0.958 0.031
1436.512 0.982 0.034 0.976 0.031
1436.644 0.946 0.034 0.960 0.032
1436.776 0.958 0.034 0.888 0.031
1436.907 1.001 0.034 0.918 0.031
1437.039 0.969 0.034 0.936 0.031
1437.171 0.991 0.034 0.987 0.032
1437.302 1.016 0.034 0.987 0.031
1437.434 0.965 0.033 1.026 0.032
1437.566 1.009 0.034 1.000 0.032
1437.698 0.952 0.033 0.918 0.031
1437.829 0.999 0.033 0.976 0.031
1437.961 0.957 0.033 0.964 0.032
1438.093 0.974 0.033 0.980 0.032
1438.224 0.956 0.033 0.957 0.031
1438.356 1.007 0.034 0.963 0.031
1438.488 1.024 0.034 0.980 0.032
1438.620 0.969 0.034 1.000 0.032
1438.751 0.945 0.034 0.913 0.031
1438.883 0.946 0.034 0.972 0.032
1439.015 0.917 0.034 1.036 0.032
1439.146 0.909 0.034 1.002 0.032
1439.278 0.957 0.035 0.956 0.032
1439.410 0.948 0.035 0.949 0.033
1439.542 1.061 0.035 0.963 0.032
1439.673 0.930 0.034 0.961 0.032
1439.805 0.922 0.034 0.956 0.032
1439.937 0.964 0.033 0.967 0.031
1440.068 0.981 0.033 1.006 0.031
1440.200 0.921 0.033 1.040 0.032
1440.332 0.987 0.034 0.945 0.031
1440.464 0.959 0.033 0.938 0.031
1440.595 0.956 0.033 0.997 0.032
1440.727 0.946 0.033 1.005 0.032
1440.859 0.947 0.033 0.956 0.031
1440.991 0.922 0.034 0.997 0.032
1441.122 0.884 0.034 0.986 0.032
1441.254 0.927 0.034 0.962 0.032
1441.386 0.957 0.034 0.979 0.032
1441.517 0.982 0.034 1.035 0.032
1441.649 0.954 0.034 1.023 0.032
1441.781 1.006 0.034 1.010 0.032
1441.913 1.009 0.034 0.983 0.032
1442.044 0.900 0.033 1.002 0.032
1442.176 0.935 0.033 1.016 0.032
1442.308 0.938 0.034 0.996 0.032
1442.439 0.967 0.034 1.039 0.032
1442.571 0.940 0.033 0.933 0.031
1442.703 0.926 0.033 0.970 0.032
1442.835 1.021 0.034 1.017 0.032
1442.966 0.963 0.034 1.023 0.032
1443.098 0.887 0.033 0.970 0.032
1443.230 0.927 0.034 1.015 0.032
1443.361 1.050 0.034 1.011 0.032
1443.493 1.002 0.033 1.061 0.032
1443.625 0.973 0.033 1.025 0.031
1443.757 1.014 0.034 1.032 0.032
1443.888 0.975 0.033 0.980 0.032
1444.020 1.020 0.034 0.993 0.032
1444.152 0.991 0.034 1.060 0.032
1444.283 1.001 0.034 1.045 0.032
1444.415 1.038 0.034 1.000 0.032
1444.547 1.059 0.034 1.022 0.032
1444.679 1.046 0.034 1.008 0.032
1444.810 1.028 0.034 0.955 0.032
1444.942 1.030 0.034 1.008 0.032
1445.074 0.992 0.034 1.011 0.032
1445.205 0.927 0.034 0.983 0.032
1445.337 0.989 0.034 0.964 0.032
1445.469 0.934 0.034 1.020 0.032
1445.601 0.937 0.034 0.991 0.032
1445.732 0.983 0.035 0.947 0.032
1445.864 0.943 0.034 0.937 0.032
1445.996 0.915 0.034 0.953 0.032
1446.128 0.908 0.034 1.005 0.032
1446.259 0.959 0.034 0.998 0.032
1446.391 0.962 0.034 0.944 0.032
1446.523 0.925 0.033 0.990 0.032
1446.654 1.011 0.034 1.030 0.032
1446.786 0.949 0.034 0.985 0.032
1446.918 0.962 0.034 0.961 0.032
1447.050 0.894 0.033 0.958 0.032
1447.181 0.870 0.033 0.973 0.032
1447.313 0.982 0.034 0.986 0.032
1447.445 0.969 0.034 0.954 0.032
1447.576 0.986 0.034 0.959 0.032
1447.708 0.995 0.034 0.952 0.032
1447.840 0.939 0.034 0.968 0.032
1447.972 0.954 0.034 0.934 0.032
1448.103 0.972 0.034 1.029 0.032
1448.235 0.952 0.034 1.027 0.032
1448.367 0.959 0.034 1.041 0.032
1448.498 0.881 0.033 1.012 0.032
1448.630 0.916 0.034 1.025 0.032
1448.762 0.877 0.033 1.001 0.032
1448.894 0.925 0.034 0.969 0.032
1449.025 0.913 0.034 0.948 0.032
1449.157 0.918 0.034 0.940 0.032
1449.289 0.944 0.034 1.015 0.032
1449.420 0.931 0.034 0.967 0.032
1449.552 0.921 0.034 0.907 0.032
1449.684 0.940 0.034 0.979 0.032
1449.816 0.964 0.034 1.008 0.033
1449.947 0.937 0.034 0.962 0.032
1450.079 0.971 0.034 0.969 0.032
1450.211 0.970 0.034 0.984 0.032
1450.342 0.988 0.034 0.964 0.032
1450.474 1.004 0.034 0.980 0.032
1450.606 0.938 0.034 0.981 0.032
1450.738 0.898 0.034 0.925 0.032
1450.869 0.978 0.034 0.967 0.032
1451.001 1.000 0.035 0.966 0.032
1451.133 0.966 0.035 1.002 0.033
1451.264 0.957 0.035 1.069 0.033
1451.396 0.978 0.034 0.980 0.033
1451.528 0.941 0.034 0.977 0.033
1451.660 0.925 0.034 0.988 0.033
1451.791 0.952 0.034 1.038 0.033
1451.923 0.944 0.034 0.940 0.032
1452.055 0.965 0.034 0.948 0.033
1452.187 0.909 0.034 0.954 0.033
1452.318 0.907 0.034 0.973 0.033
1452.450 0.990 0.034 0.985 0.033
1452.582 0.900 0.034 0.981 0.033
1452.713 0.902 0.034 0.994 0.033
1452.845 0.939 0.034 0.971 0.033
1452.977 0.912 0.034 0.957 0.032
1453.109 0.960 0.034 0.918 0.032
1453.240 0.989 0.034 0.936 0.032
1453.372 0.931 0.034 0.987 0.033
1453.504 0.971 0.034 0.928 0.033
1453.635 0.963 0.034 0.970 0.033
1453.767 0.922 0.034 0.944 0.033
1453.899 0.902 0.034 0.943 0.033
1454.031 0.957 0.034 0.958 0.033
1454.162 0.942 0.034 0.937 0.033
1454.294 0.888 0.034 0.919 0.033
1454.426 0.879 0.034 1.022 0.033
1454.557 0.937 0.035 1.039 0.033
1454.689 0.939 0.035 0.978 0.033
1454.821 0.984 0.034 0.995 0.034
1454.953 0.959 0.034 0.885 0.033
1455.084 0.913 0.034 0.968 0.033
1455.216 0.854 0.034 0.974 0.033
1455.348 0.845 0.034 0.911 0.033
1455.479 0.884 0.034 0.953 0.033
1455.611 0.947 0.034 0.945 0.033
1455.743 0.980 0.035 0.905 0.033
1455.875 0.918 0.034 0.964 0.033
1456.006 0.890 0.034 1.008 0.033
1456.138 0.952 0.034 0.958 0.033
1456.270 0.873 0.034 0.940 0.033
1456.401 0.903 0.034 0.959 0.033
1456.533 0.893 0.034 0.912 0.033
1456.665 0.878 0.034 0.955 0.033
1456.797 0.886 0.034 0.974 0.033
1456.928 0.910 0.034 0.935 0.033
1457.060 0.914 0.034 0.865 0.032
1457.192 0.886 0.034 0.962 0.033
1457.323 0.923 0.034 1.007 0.033
1457.455 0.996 0.037 0.991 0.033
1457.587 0.960 0.037 0.942 0.034
1457.719 0.987 0.038 0.924 0.034
1457.850 0.979 0.037 0.995 0.034
1457.982 0.952 0.037 0.972 0.034
1458.114 0.953 0.037 0.998 0.035
1458.246 0.975 0.037 1.010 0.034
1458.377 0.948 0.037 0.949 0.034
1458.509 0.939 0.038 1.016 0.034
1458.641 0.958 0.038 1.039 0.034
1458.772 0.954 0.038 0.990 0.036
1458.904 1.027 0.038 0.939 0.036
1459.036 0.968 0.043 1.036 0.037
1459.168 0.946 0.043 1.005 0.039
1459.299 1.103 0.044 0.976 0.039
1459.431 1.062 0.044 1.065 0.039
1459.563 1.004 0.043 1.078 0.039
1459.694 1.052 0.044 1.081 0.039
1459.826 1.045 0.044 0.980 0.039
1459.958 1.085 0.044 0.960 0.039
1460.090 1.048 0.043 0.922 0.038
1460.221 0.909 0.042 0.949 0.038
1460.353 0.981 0.043 1.061 0.039
1460.485 0.997 0.043 1.001 0.040
1460.616 1.009 0.052 0.948 0.043
1460.748 0.958 0.054 0.964 0.044
1460.880 0.970 0.055 0.933 0.044
1461.012 1.028 0.057 0.954 0.045
1461.143 1.026 0.056 0.887 0.044
1461.275 0.957 0.055 0.972 0.044
1461.407 0.995 0.056 1.001 0.045
1461.538 0.898 0.057 0.978 0.045
1461.670 0.862 0.056 0.926 0.046
1461.802 0.829 0.055 0.904 0.045
1461.934 0.687 0.052 0.914 0.043
1462.065 0.679 0.051 0.831 0.042
1462.197 0.749 0.052 0.795 0.042
1462.329 0.773 0.052 0.795 0.042
1462.460 0.834 0.053 0.842 0.042
1462.592 0.882 0.053 0.920 0.043
1462.724 0.934 0.054 0.969 0.044
1462.856 1.039 0.056 1.028 0.044
1462.987 1.035 0.055 1.010 0.044
1463.119 0.957 0.054 1.113 0.044
1463.251 0.990 0.054 1.106 0.045
1463.383 1.016 0.057 1.107 0.050
1463.514 1.119 0.058 1.133 0.050
1463.646 1.130 0.058 1.066 0.049
1463.778 1.144 0.058 1.009 0.049
1463.909 1.094 0.057 0.972 0.049
1464.041 0.958 0.056 1.051 0.049
1464.173 0.881 0.055 0.999 0.049
1464.305 0.936 0.056 0.943 0.048
1464.436 0.832 0.055 0.865 0.048
1464.568 0.877 0.056 0.928 0.048
1464.700 0.812 0.055 0.907 0.048
1464.831 0.973 0.056 0.962 0.049
1464.963 1.030 0.057 0.945 0.049
1465.095 0.956 0.056 0.962 0.048
1465.227 0.916 0.055 1.006 0.048
1465.358 0.907 0.056 0.921 0.048
1465.490 1.079 0.057 0.988 0.049
1465.622 1.029 0.057 0.911 0.048
1465.753 0.876 0.055 0.884 0.048
1465.885 0.950 0.057 0.905 0.049
1466.017 0.988 0.057 0.882 0.048
1466.149 0.938 0.056 0.899 0.049
1466.280 0.956 0.056 1.007 0.050
1466.412 0.955 0.057 0.935 0.049
1466.544 0.883 0.058 0.893 0.051
1466.675 1.073 0.062 0.821 0.053
1466.807 0.976 0.062 0.985 0.054
1466.939 0.866 0.059 0.960 0.052
1467.071 0.974 0.058 0.927 0.050
1467.202 0.967 0.057 0.950 0.049
1467.334 0.984 0.057 1.026 0.050
1467.466 0.967 0.056 0.919 0.049
1467.597 0.983 0.057 0.962 0.049
1467.729 0.853 0.058 0.982 0.049
1467.861 0.887 0.059 0.930 0.050
1467.993 0.886 0.059 0.950 0.050
1468.124 0.983 0.058 1.006 0.051
1468.256 0.963 0.059 1.081 0.052
1468.388 1.061 0.059 1.040 0.051
1468.519 0.937 0.057 1.075 0.051
1468.651 0.992 0.057 1.008 0.050
1468.783 0.948 0.057 1.026 0.050
1468.915 0.882 0.056 1.070 0.050
1469.046 1.055 0.061 1.026 0.053
1469.178 1.050 0.061 0.979 0.053
1469.310 1.003 0.069 0.974 0.054
1469.442 0.998 0.069 0.906 0.057
1469.573 0.906 0.069 0.937 0.063
1469.705 0.809 0.070 0.751 0.064
1469.837 0.877 0.067 0.777 0.058
1469.968 -4.719 0.091 -2.553 0.110
1470.100 -8.125 0.256 0.594 0.271
1470.232 5.592 0.398 9.477 0.384
1470.364 17.293 0.423 12.813 0.394
1470.495 8.949 0.327 5.086 0.303
1470.627 1.524 0.211 0.208 0.196
1470.759 0.003 0.133 -1.193 0.120
1470.890 0.456 0.085 0.342 0.078
1471.022 0.831 0.073 0.756 0.067
1471.154 0.881 0.071 0.901 0.065
1471.286 0.934 0.070 0.949 0.065
1471.417 0.922 0.069 1.078 0.065
1471.549 1.126 0.070 0.946 0.063
1471.681 1.079 0.070 0.988 0.063
1471.812 1.068 0.069 1.092 0.063
1471.944 1.036 0.069 1.107 0.063
1472.076 0.993 0.068 1.018 0.062
1472.208 1.056 0.069 1.024 0.062
1472.339 1.033 0.070 0.936 0.062
1472.471 1.017 0.070 1.053 0.064
1472.603 0.899 0.067 1.057 0.065
1472.734 1.016 0.067 0.973 0.063
1472.866 0.966 0.067 0.997 0.063
1472.998 0.980 0.068 0.968 0.063
1473.130 0.921 0.068 0.975 0.065
1473.261 0.940 0.072 0.991 0.068
1473.393 0.984 0.075 0.932 0.070
1473.525 1.206 0.076 0.964 0.070
1473.656 1.131 0.073 1.062 0.068
1473.788 1.037 0.071 0.913 0.065
1473.920 0.933 0.069 0.898 0.065
1474.052 0.987 0.069 0.998 0.065
1474.183 1.152 0.071 1.019 0.065
1474.315 1.021 0.069 0.955 0.065
1474.447 0.959 0.069 1.008 0.065
1474.579 1.003 0.069 1.003 0.065
1474.710 0.980 0.068 1.068 0.065
1474.842 1.000 0.068 1.175 0.066
1474.974 0.939 0.069 1.050 0.065
1475.105 0.965 0.069 1.053 0.065
1475.237 0.943 0.069 1.018 0.065
1475.369 0.974 0.069 0.918 0.065
1475.501 0.927 0.069 1.022 0.067
1475.632 1.023 0.071 1.136 0.068
1475.764 1.187 0.073 1.104 0.068
1475.896 1.038 0.071 1.120 0.068
1476.027 1.106 0.071 1.150 0.067
1476.159 1.033 0.070 1.025 0.066
1476.291 1.056 0.070 0.971 0.065
1476.423 0.987 0.069 0.978 0.065
1476.554 0.987 0.069 0.997 0.065
1476.686 1.128 0.070 0.655 0.058
